"Category","RelativePath","Bytes","Chars","Lines","SHA256","ChunkChars","TotalChunks","ReadUntil","Status"
"01-book-report","01-book-report\0063 - Carter, Sebastian：Twentieth Century Type Designers, 1987.深度报告.md","25438","20109","257","E7D2D047718D55820B28EAF4FC7E46571FDE81A308262502E47637F42E38C4E0","7000","3","0","PENDING"
"01-book-report","01-book-report\0064 - Catherine Cooke：《Russian Avant-Garde Theories of Art, Architecture and the City》，1995.深度报告.md","16362","11897","189","AC569C2F03CA51FA7A12B352B8A8BF257BBAA5D498217A3FF4F16F14E8DFD459","7000","2","0","PENDING"
"01-book-report","01-book-report\0065 - Catriona Kelly, David Shepherd：《Constructing Russian culture in the age of revolution, 1881-1940》.深度报告.md","25543","20149","261","45D8CC9B68616302CBEA9E61007C9E6402AA60B1CCB5DA5049280FF4ACD427F9","7000","3","0","PENDING"
"01-book-report","01-book-report\0066 - Charles Harvey, Jon Press：《William Morris design and enterprise in Victorian England》.深度报告.md","21830","16718","238","43137C95CD9D5AD4510EE81F78B2AD0D7972690F6AF6AAC242EEE0B06A4A6C5B","7000","3","0","PENDING"
"01-book-report","01-book-report\0067 - Charles Jencks：《The Language of Post-Modern Architecture》，1977.深度报告.md","20204","15020","231","5666CBC6B268F2C24653B907E3E1E1DEE08EF3908DCC61C390719EADEBA9EA6E","7000","3","0","PENDING"
"01-book-report","01-book-report\0068 - Charles, Victoria：Neoclassicism, 2019.深度报告.md","21301","16237","241","BB13CBCAF74BA8354D181E04C96C17C764461456F960D4BB3EDA2FECDAD14601","7000","3","0","PENDING"
"01-book-report","01-book-report\0069 - Charlotte Benton, Tim Benton：《Art Deco 1910–1939》.深度报告.md","20971","15308","245","D899FF31F2056D29D5FF48AEC229163FDD7ADE9FCEA1D1A307919043FE78AB27","7000","3","0","PENDING"
"01-book-report","01-book-report\0070 - Charlotte Fiell, Peter Fiell：《1000 Chairs》.深度报告.md","21093","15523","244","609F91ADEF695BB7CE20400013FC68C0BB7F6EA7BF502499135B17E96BF7DD13","7000","3","0","PENDING"
"01-book-report","01-book-report\0071 - Charlotte Fiell, Peter Fiell：《Design of the 20th Century》，1999.深度报告.md","22458","16798","248","578CB97D4F75C8943B6045187ED7FE873AEE03AFEA130C71A5C35CAF7EB6483F","7000","3","0","PENDING"
"01-book-report","01-book-report\0072 - Charlotte Fiell, Peter Fiell：《Scandinavian Design》，2002.深度报告.md","22514","16916","246","6B4717785958785D55CCD1BBE877F42A87D9ECFF6929D2C215D324C239A0FD05","7000","3","0","PENDING"
"01-book-report","01-book-report\0073 - Chermayeff：《Identify. Basic Principles of Identity Design in the Iconic Trademar.深度报告.md","20767","15711","251","8E495806234EF08CFFCAED88DFE204B9BFC492B8FD37212242B62A1B621A10FA","7000","3","0","PENDING"
"01-book-report","01-book-report\0074 - Chris Calori：《Signage and Wayfinding Design A Complete Guide to Creating Environ.深度报告.md","20507","15381","255","03FA8264CF5CBEFC2A70944D961C13EC7EFAED185D0ECD95E925222EEE74A1BC","7000","3","0","PENDING"
"01-book-report","01-book-report\0075 - Christopher A. Reed：《Gutenberg in Shanghai Chinese Print Capitalism, 1876-1937》.深度报告.md","21368","16298","250","D64AC318467D25BBF82A756A8D1107CDBD772F24F8E3B1CF18D212E6C16A753D","7000","3","0","PENDING"
"01-book-report","01-book-report\0076 - Christopher Breward：《The Culture of Fashion A New History of Fashionable Dress》，1995.深度报告.md","21993","16903","237","2BB43282FCDA3C6C98574586AACB16D5DC6BF6AD745433B131D54A9E6175FE7F","7000","3","0","PENDING"
"01-book-report","01-book-report\0077 - Christopher Burke：《Isotype Design and Contexts, 1925-1971》.深度报告.md","22175","16690","262","5FCE0545824192E48284D468DC2A4312E76D4954B06D9E6253F3FDAD5F20BD8C","7000","3","0","PENDING"
"01-book-report","01-book-report\0078 - Christopher Pinney：《Camera Indica The Social Life of Indian Photographs》.深度报告.md","19878","14796","248","D206C48577100C339C0D51E8E36B159F286153C93C73A78F48315C3E067C3CD0","7000","3","0","PENDING"
"01-book-report","01-book-report\0079 - Clive Dilnot：《A John Heskett Reader Design, History, Economics》.深度报告.md","22527","17061","261","12882201DB47754E58011351DF5565E15CA115AB292960A0489387FBA520F8BD","7000","3","0","PENDING"
"01-book-report","01-book-report\0080 - Cole Nussbaumer Knaflic：《Storytelling with Data》.深度报告.md","19372","14380","242","52C3F93BB57F4236772E0587D11A1AB4A161E5F89E2ED7E10F2C13E6897D9BAF","7000","3","0","PENDING"
"01-book-report","01-book-report\0081 - Colleen E. Kriger：《Cloth in West African History》.深度报告.md","19142","14260","223","781794000A7ECD25A12B17BCA62D4A23EBC32D0F387CEA94B8CA292F0BBDFC5D","7000","3","0","PENDING"
"01-book-report","01-book-report\0082 - Contextual Design_ Defining Customer-Centered Systems -- Beyer, Hugh, Holtzblatt.深度报告.md","20614","15616","250","5CD49FE6320D6C32E6269CC14D771A4B0D0B4A813E13BFC1A42842D048F2D39F","7000","3","0","PENDING"
"01-book-report","01-book-report\0083 - Cooke, Catherine：Architectural Drawings of the Russian Avant-Garde, 1990.深度报告.md","20757","15724","228","7FCB79BC63A2A2A8931F1151788A4DC70852194B6F8B6A386BF48D1FE8185C65","7000","3","0","PENDING"
"01-book-report","01-book-report\0084 - Craig Clunas：《Superfluous Things Material Culture and Social Status in Early Modern China》.深度报告.md","24627","19530","253","23F1C74C322622C4BFF22437AC7DBC60DE2067FB4DDDBA400AE3E8E9CD1599F5","7000","3","0","PENDING"
"01-book-report","01-book-report\0085 - Crane, Walter：The Bases of Design, 1898.深度报告.md","21332","16404","233","35495ED54107FEB3A9A8FB02F2A095388060D890598094B5DAE07FB5C622C38D","7000","3","0","PENDING"
"01-book-report","01-book-report\0086 - Crawford, Alan：《C.R. Ashbee architect, designer romantic socialist》.深度报告.md","25169","19820","257","2741AF82AF0300280D4CD5299E94DA3BCE8FF1F8A49B0FD0EBAA4C886F6AA35A","7000","3","0","PENDING"
"01-book-report","01-book-report\0087 - Criticality：《and Its Discontents》.深度报告.md","19156","14201","224","B0BBA0382DDD8684759EACD0490E835B2E19DBE5EFB2EE9E38CFB5D6228A3041","7000","3","0","PENDING"
"01-book-report","01-book-report\0088 - CROSS, NIGEL. From a Design Science to a Design Discipline Understanding Designe.深度报告.md","16833","12311","206","0E49EA01C6D8D345790EB705E477ADECAB17EC18DFA8FDDE95E7979DDD4766D8","7000","2","0","PENDING"
"01-book-report","01-book-report\0089 - Cross, Nigel; Christiaans, Henri; Dorst, Kees (eds.)：Analysing Design Activity, 1996.深度报告.md","24860","19450","255","4C0CA52D15F5E60929703155CC2F9B6E2C260EFEE5924308C468DC9E8097DED8","7000","3","0","PENDING"
"01-book-report","01-book-report\0090 - Dabrowski, Magdalena (ed.)：Revolution：Russian Avant-Garde, 1912-1930, 1978.深度报告.md","17270","12842","198","7EA6A5AB4C64E6159EAADF2EB3A32509EAC6C4C1EF5B540A75909833D4FD7748","7000","2","0","PENDING"
"01-book-report","01-book-report\0091 - Dan Saffer：《Designing for Interaction Creating Innovative Applications》，2009.深度报告.md","21366","16064","238","7D1E61929C890CC35C45E7A435010519458C36CDEE6480BF7D3E98135AB25B31","7000","3","0","PENDING"
"01-book-report","01-book-report\0092 - Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》.深度报告.md","22633","17679","244","E101FA7E06D739C494E96AF6D33F62EFBDAD7EA7196275D166531ADF28043848","7000","3","0","PENDING"
"01-book-report","01-book-report\0093 - Daniel Kahneman：《Thinking, Fast and Slow》，2011.深度报告.md","23043","18643","233","DD4C02F178EC616EF8EA434ED797B94DADABEB597C68F3C210ABCB3B6136E7C3","7000","3","0","PENDING"
"01-book-report","01-book-report\0094 - David Crowley, Susan E. Reid：《Socialist Spaces Sites of Everyday Life in the Eastern Bloc》，2002.深度报告.md","23036","17722","247","DE31282D0F2C110F9C70BCA65103255195612A1BE00C79E5ECD5CE6B8114017A","7000","3","0","PENDING"
"01-book-report","01-book-report\0095 - David Crowley：《Warsaw》.深度报告.md","19875","14832","251","42EFBC00FEF64427084E182C94EE310B2AB77CE3E54C6052E706943FE03EFB44","7000","3","0","PENDING"
"01-book-report","01-book-report\0096 - David Raizman：《History of Modern Design》.深度报告.md","22736","17093","266","F85524F519DD7F59C27909903494C8C976B09A422ABAAE5C3785A33B9EAF092B","7000","3","0","PENDING"
"01-book-report","01-book-report\0097 - David Raizman：《History of Modern Design》，2023.深度报告.md","23714","18108","250","F204DE6C7ADB5ABE0804D42CA65AD2345F40286270862C8432E167CE96A75798","7000","3","0","PENDING"
"01-book-report","01-book-report\0098 - Dennis P. Doordan：《Design History An Anthology》.深度报告.md","23333","17710","251","F6BA4F092596D06A714A604F3838594F29390CC616E8D123199A8AC75472667F","7000","3","0","PENDING"
"01-book-report","01-book-report\0099 - Deposit Insurance around the World： Issues of Design and -- AslÄ± DemirgÃ1⁄4Ã§-K.深度报告.md","20889","15924","247","B7A2D283298DC5D6D26FB793A07134A9BF8A7C94294FFC39CA056AD8A41338DC","7000","3","0","PENDING"
"01-book-report","01-book-report\00-报告索引.md","265038","206898","557","FF83FE1C8312F8B88D5FCBA4F6BE277E7710A126BC0672E0EB80B415772705E7","7000","30","0","PENDING"
"01-book-report","01-book-report\0100 - Design and Creativity Policy, Management and Practice (Guy Julier Liz Moor (edit.深度报告.md","22188","16956","257","D8BD2EA70D9BD5909A7216B969DDF91D57D31BAE4F992E7B7791B33FEC015979","7000","3","0","PENDING"
"01-book-report","01-book-report\0101 - Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --.深度报告.md","21866","16546","255","00F0875AAE99D81FEE06825F34D0510D8143EC6F04C47A106768E1B58802CDA2","7000","3","0","PENDING"
"01-book-report","01-book-report\0102 - Design Anthropology in Context _ An Introduction to Design -- Adam Drazin -- Lon.深度报告.md","22030","16745","257","4827600CC11B8C2ECA6172478978260AA77D75B3E0B81A5498D85970878CD979","7000","3","0","PENDING"
"01-book-report","01-book-report\0103 - Design discourse _ history, theory, criticism -- Margolin, Victor, 1941- -- Chic.深度报告.md","23237","17568","266","E6A2B416A02785D18A3627674C54BC9D4431ADAB179C9D052E6EB72AAE83223A","7000","3","0","PENDING"
"01-book-report","01-book-report\0104 - Design Fiction_ A Method Toolbox for Design Research in a -- Martin Wiedmer; Sim.深度报告.md","21508","16814","235","FAFE98D3FA8EAE0EE19DB069506B3724FB8D95CD478F5C492E4D4E39B2B834AD","7000","3","0","PENDING"
"01-book-report","01-book-report\0105 - Design futuring ： sustainability, ethics, and new practice -- Tony Fry -- 1, Lon.深度报告.md","21918","16797","253","070E127C8ACB4B4F72D5819741EF58D18EDDBB75830675964F8D181C62DBF6FD","7000","3","0","PENDING"
"01-book-report","01-book-report\0106 - Design History and Culture ： Methods and Approaches -- Javier Gimeno-Martínez --.深度报告.md","21862","16372","260","A06F7D9F455866CE1F4156A495C2A7D7358C0DC01C525AA685E2F64A57B609D5","7000","3","0","PENDING"
"01-book-report","01-book-report\0107 - Design Research Now __ The Uneasy Relationship between -- Susann Vihma; Ralf Mic.深度报告.md","20037","15061","232","BB881FE0F69196450D412CCBA5DF5F6F168908CED596EC41636058ED350C8812","7000","3","0","PENDING"
"01-book-report","01-book-report\0108 - Design Research： Methods and Perspectives (The MIT Press) -- Laurel, Brenda -- C.深度报告.md","22918","17390","263","65023562414FC4BCA496599518334EFD4BF6AC347D019C2D7F03B459299EA001","7000","3","0","PENDING"
"01-book-report","01-book-report\0109 - Design, Empathy, Interpretation： Toward Interpretive Design -- Koskinen, Ilpo_ -.深度报告.md","22034","16516","261","4C19A6085F09BBAADAA85E3E294E770416F74B93069EBED4ADCA33B94DFD5FEA","7000","3","0","PENDING"
"01-book-report","01-book-report\0110 - Design, History and Time _ New Temporalities in a Digital -- Hendon, Zoë (editor.深度报告.md","23137","17409","266","B4CDAA3E0F6937BD00F17A28C466028871DC4C5CA9377FD393FD47800E2130F3","7000","3","0","PENDING"
"01-book-report","01-book-report\0111 - Designing Interactions.深度报告.md","20207","14970","258","B2F3C5588D5DD1BCD28E439C09FDEBE20F705E23256F7AA5045485FE4A9E8A12","7000","3","0","PENDING"
"01-book-report","01-book-report\0112 - Designing Mobile Interfaces _ Patterns for Interaction -- Hoober, Steven; Berkma.深度报告.md","19745","14793","251","AC1D2F4D586F8978CA6B4DB8F0EA00FE8D68F00DFFBE5A316C7A2F48FF62B7CF","7000","3","0","PENDING"
"01-book-report","01-book-report\0113 - Dewey and Design： A Pragmatist Perspective for Design -- Brian S_ Dixon -- Desig.深度报告.md","21937","16706","253","D5DAC554B4080C142DF359AEF7BB7EA0FB37CED52109E681276E7743C163A295","7000","3","0","PENDING"
"01-book-report","01-book-report\0114 - Deyan Sudjic：《B is for Bauhaus, Y is for YouTube Designing the Modern World from A to Z》.深度报告.md","23398","17765","248","D34E1811C784B465DD87CB5B0B60CCA5D3B1C26E659A332A95B16470077B653C","7000","3","0","PENDING"
"01-book-report","01-book-report\0115 - Deyan Sudjic：《The Language of Things Understanding the World of Desirable Objects》，2008.深度报告.md","22553","17000","247","AF8A3BF2F893466CBB731B9606231488D0140064BDF7A807D8CC1EC684AC3801","7000","3","0","PENDING"
"01-book-report","01-book-report\0116 - Dickerman：《Dada Zurich, Berlin, Hannover, Cologne, New York, Paris》.深度报告.md","21866","16375","262","893F768E975A189CA8232EF3B4C1EE008979A2E091A7A580FC4504FD2698FA2D","7000","3","0","PENDING"
"01-book-report","01-book-report\0117 - Digital Design Theory_ Readings from the Field (Design -- Armstrong, Helen -- De.深度报告.md","22409","16886","260","BEB895601F35C037512DC032750AEBE42576FDC0FF6FCE3F24F2986ABF8EB775","7000","3","0","PENDING"
"01-book-report","01-book-report\0118 - Digital Materialities ： Design and Anthropology -- Sarah Pink; Elisenda Ardèvol;.深度报告.md","22211","17144","252","20CF88ABF3A7E4A49A5312A59A3B87088951B0997254801A1D7B24086585969A","7000","3","0","PENDING"
"01-book-report","01-book-report\0119 - DILLON, ANDREW. Beyond Usability Process, Outcome and Affect in Human Computer Interaction.深度报告.md","18146","13794","220","E249136207315D8A875A5C24901C26A7E3411E5679C30E63589D410C384A4ECB","7000","2","0","PENDING"
"01-book-report","01-book-report\0120 - Don Norman：《The Design of Future Things》.深度报告.md","21965","16825","240","549EA8875F8329B9387FE7D07E3D1CE68E4A81E88D6C5F6FE167E16C36F26446","7000","3","0","PENDING"
"01-book-report","01-book-report\0121 - Donald A. Norman：《Emotional Design Why We Love (Or Hate) Everyday Things》.深度报告.md","21511","16349","236","6662B46929EDCC41D5C4A816D202322B0DE5EDEBD95D556372D05E2406805724","7000","3","0","PENDING"
"01-book-report","01-book-report\0122 - Donald A. Norman：《The Design of Everyday Things》.深度报告.md","22503","17512","239","D7CA9196B7235C6F476A8A2205478B97B4DC6DE4BDCD142242EB654CDF3700DA","7000","3","0","PENDING"
"01-book-report","01-book-report\0123 - Donald A. Schön：《The Reflective Practitioner How Professionals Think In Action》.深度报告.md","21910","16798","234","235D4394C2E6940E365844A282BA92944559984621771480CD2B7EB3B87590A1","7000","3","0","PENDING"
"01-book-report","01-book-report\0124 - Donald A_ Schon：《The Reflective Practitioner，1983》.深度报告.md","22741","17675","252","69039B0883AFB5D5499159C2B155079D7104BC885E73B1800B67B33DE5C11740","7000","3","0","PENDING"
"01-book-report","01-book-report\0125 - Donald Quataert：《Ottoman Manufacturing in the Age of the Industrial Revolution》.深度报告.md","20443","15604","227","8D22B6D879A0BDD408F3E8F635A8F189CD47E7B1A0F7CAC65DCEAC849EDE1C0E","7000","3","0","PENDING"
"01-book-report","01-book-report\0126 - Donna J. Haraway：《Staying with the Trouble Making Kin in the Chthulucene》，2016.深度报告.md","22271","17120","236","0EAE5C261E576D3C4BF8D75924CAC6466EBB2C5E66776D5A69E2E578C5D45F39","7000","3","0","PENDING"
"01-book-report","01-book-report\0127 - Dr Maxine Berg：《The Age of Manufactures, 1700-1820 - Industry, Innovation and Work in Britain》.深度报告.md","23619","18554","251","A3F45E0CA81653C452D13436541A3C83A117B7663F7BC3D566796ABA0FFFF225","7000","3","0","PENDING"
"01-book-report","01-book-report\0128 - E. P. Thompson：《William Morris romantic to revolutionary》.深度报告.md","23581","18512","246","E8A0747FF15FDE6226A3624FD2E27D2D12C3E9010EF9A48ABDEDA81F880F207D","7000","3","0","PENDING"
"01-book-report","01-book-report\0129 - E.H. Gombrich：《The Story of Art》，1950.深度报告.md","22352","17189","248","40636F89FA031FD66CBEE361F1B2730ECCA0BADCAA9C8AEECB2ABE1F7A87296D","7000","3","0","PENDING"
"01-book-report","01-book-report\0130 - Edgar Kaufmann, Jr：《Nineteenth-Century Design》.深度报告.md","18089","13283","208","2047583636A79028C1B7B0C604FED08C98594D937A74902FA16776033D9809D6","7000","2","0","PENDING"
"01-book-report","01-book-report\0131 - Edward R. Tufte：《The Visual Display of Quantitative Information》，1983.深度报告.md","23772","18690","253","B8F38BCE7841003555AFD57EEF65EC99230657DA3A6D555D82A973843D19E86F","7000","3","0","PENDING"
"01-book-report","01-book-report\0132 - Edward Rolf Tufte：《Visual Explanations Images and Quantities, Evidence and Narrative》.深度报告.md","21635","16659","248","A103A62BD873EF4F1577C45DF7422CAF135088A5E5C8F615835E981B055DC152","7000","3","0","PENDING"
"01-book-report","01-book-report\0133 - Edward Steinfeld, Jordana Maisel：《Universal Design Creating Inclusive Environments》，2012.深度报告.md","24412","19055","254","80D21B496595181E2B0C6C98BB23CEC0D46A76D1F83F78EB11E6B021D13286B9","7000","3","0","PENDING"
"01-book-report","01-book-report\0134 - Edward T. Hall：《The Hidden Dimension》，1966.深度报告.md","14711","10505","185","4A0DADD3FAD02E976639883AC66FAC63FAFDE110851754509C7DCF260D244EC8","7000","2","0","PENDING"
"01-book-report","01-book-report\0135 - Elizabeth (Dori) Tunstall：《Decolonizing Design A Cultural Justice Guidebook》.深度报告.md","22779","17451","239","B6B4E25B2389C159FAAE92EAF066E3EEBC1A31D0F664D48A52FC5C3644A50316","7000","3","0","PENDING"
"01-book-report","01-book-report\0136 - Elizabeth Hallam, Tim Ingold (eds.)：《Creativity and Cultural Improvisation》.深度报告.md","24133","19049","244","51E1132EB9B242BC6481ADC705AF81EF3852CCC0F4C220370AB2609B39D03AAA","7000","3","0","PENDING"
"01-book-report","01-book-report\0137 - Elizabeth Shove, Matthew Watson, Martin Hand, Jack Ingram：《The Design of Everyday Life》，2007.深度报告.md","22344","17123","240","8AB011FCFF3A279BD4123686BE7B17AC049DAAC81F19FB510AFC9CF584944E73","7000","3","0","PENDING"
"01-book-report","01-book-report\0138 - Elizabeth Wilson：《Adorned in Dreams Fashion and Modernity》.深度报告.md","22145","17052","239","F31B33D94057C2D9B737761E3051BAA9F7EF904EC752C8500C7103244487FDFB","7000","3","0","PENDING"
"01-book-report","01-book-report\0139 - Ellen Lupton, J. Abbott Miller：《Design Writing Research Writing on Graphic Design》，1996.深度报告.md","25120","19424","265","9E76D836A18957A413A9D6896D0332131D4D1EB3C38AD5A41613A9FF4C3B0A1C","7000","3","0","PENDING"
"01-book-report","01-book-report\0140 - Ellen Lupton：《Mechanical Brides Women and Machines from Home to Office》.深度报告.md","20060","14911","246","D75BC17853679107D7B29C9BFE260B361D4CD888FA3B75550B9CFB804E1002C9","7000","3","0","PENDING"
"01-book-report","01-book-report\0141 - Ellen Lupton：《Thinking with Type》，2004.深度报告.md","23131","17726","247","2881CC232C6E0F11A3CA9F1D3D4C882615518594D05178770EEECC42C118166E","7000","3","0","PENDING"
"01-book-report","01-book-report\0142 - Emil Ruder：《Typography - A Manual of Design [ Typographie ]》.深度报告.md","18527","13821","240","9622440C61EBF02B63CE7C849BC1EC9C9CF90A309BDA8A4102700E2494DF85B3","7000","2","0","PENDING"
"01-book-report","01-book-report\0143 - Emmanuel Cooper：《Ten Thousand Years of Pottery》，2000.深度报告.md","23321","18120","250","E83A696F72B0EC2F536B5337E55AA541CBEA4D195CCAC714DC6C63A6772FB4E8","7000","3","0","PENDING"
"01-book-report","01-book-report\0144 - Epstein, Stephan R.; Prak, Maarten：Guilds, Innovation, and the European Economy, 1400-1800, 2008.深度报告.md","22318","17437","234","BFDA79C74F4DA81546C04C0ABDD4D7842527010E173B107B1469353B740851F3","7000","3","0","PENDING"
"01-book-report","01-book-report\0145 - Erich Gamma：《Design Patterns Elements of Reusable Object-Oriented Software》.深度报告.md","17885","13113","241","E69363E3D7BC926532BF5A7ACA49164A012DA7D9A3E25B304D460FC53D65E82F","7000","2","0","PENDING"
"01-book-report","01-book-report\0146 - Ezio Manzini：《Design, When Everybody Designs An Introduction to Design for Social Innovation》，2015.深度报告.md","21476","16358","234","938CB0510C20929927BA18F70A668D4021F11159593FAADB3ECC96ECB047DBE1","7000","3","0","PENDING"
"01-book-report","01-book-report\0147 - FALLMAN D. Design-oriented human-computer interaction[C].深度报告.md","18156","13384","238","3647672DF65B24929C007E6E7631AD87C27374C392AB66796A0B2837A95479D1","7000","2","0","PENDING"
"01-book-report","01-book-report\0148 - Finlay Robert：《The pilgrim art cultures of porcelain in world history》.深度报告.md","23096","17967","244","CC6482836AD160E0BFD7E8352D425AD3EB835423CDFB28E448EC66E8348F0CAB","7000","3","0","PENDING"
"01-book-report","01-book-report\0149 - Fiona Kerlogue, Tara Sosrowardoyo：《Batik design, style & history featuring selections from》，2004.深度报告.md","18884","13941","226","D8D2E9C650C05488ABEC03D3C0B8F4AB5BE7E521571120154ED40246CB1C5103","7000","2","0","PENDING"
"01-book-report","01-book-report\0150 - Fiona MacCarthy：《William Morris a life for our time》.深度报告.md","23935","18536","252","877B52386C89F69D28FDD1AEFC78CE7A33273CC18D42284A4CF2506962A52782","7000","3","0","PENDING"
"01-book-report","01-book-report\0151 - Forty, Adrian：Objects of Desire, 1986.深度报告.md","23782","18400","257","23C43DA78E39CDA5A4B8B7805DF06173C4F35B1A51146B9BC30037FF61F401FE","7000","3","0","PENDING"
"01-book-report","01-book-report\0152 - Frank Whitford：《Bauhaus》.深度报告.md","24467","19006","257","A698EEEE71D93A07B4A42B4CECF18A13C1D53F5475C0CAF41F70B9A864B2F511","7000","3","0","PENDING"
"01-book-report","01-book-report\0153 - Frayling, Christopher：Art and Design：100 Years at the Royal College of Art, 1999.深度报告.md","24641","19177","260","EA2C05EBCA2819E649EF3B9C36B7D08ED340344A574270E6635C308CE7D11C3C","7000","3","0","PENDING"
"01-book-report","01-book-report\0154 - Fuad-Luke：《The eco-design handbook a complete sourcebook for the home and office》.深度报告.md","21220","15988","255","7DEA5AB7AFE21B40F773EABE4C912AAA4B3E6EF54048E5DEABC2D6948A534C13","7000","3","0","PENDING"
"01-book-report","01-book-report\0155 - Gaiter：《Visualizing a Black Future Emory Douglas and the Black Panther Party》.深度报告.md","18885","13965","225","AA7AF3B443BC1F08E4E1F71BD4D5C8415B3C13949E005DB406983D711A61275B","7000","2","0","PENDING"
"01-book-report","01-book-report\0156 - Gallo, Max：The Poster in History, 1974.深度报告.md","22122","16921","244","BF67AA1A2B1DB9C2DDBF76037A1EE98DD51DC08A664CB9AFD52148514BF16969","7000","3","0","PENDING"
"01-book-report","01-book-report\0157 - Garrett：《The elements of user experience user-centered design for the Web and beyond》.深度报告.md","18100","13225","232","89C92B988AD2E224D2E26C9B047FA424439DD22EA03AD3D6D161A472B5C67110","7000","2","0","PENDING"
"01-book-report","01-book-report\0158 - Gennifer Weisenfeld.：《Mavo Japanese Artists and the Avant-Garde, 1905-1931》.深度报告.md","21263","16084","254","22A1197E5FEE6821F74D34C09BE7489FF271B7B6BB000D580FC9893F2738E97A","7000","3","0","PENDING"
"01-book-report","01-book-report\0159 - Geoffrey Alan Jellicoe, Susan Jellicoe：《The Landscape of Man》，1975.深度报告.md","23076","17773","247","53E1C804EE360B94BBDBBC4AEF32283026A704AB0D123706EBAACD8ED4AF5B09","7000","3","0","PENDING"
"01-book-report","01-book-report\0160 - George, Kenneth M.; Nordholt, Henk Schulte：《Outward Appearances Dressing State and Society in Indonesia》.深度报告.md","16113","11769","191","C1B4B8170D0BA384864DFFE1639C9F3F5BAAA5E337E5C23A4C9329214F1B9BF7","7000","2","0","PENDING"
"01-book-report","01-book-report\0161 - Gilles Lipovetsky：《The Empire of Fashion Dressing Modern Democracy》，1987.深度报告.md","20131","15147","232","C9DC55EE8D170EBD1C77476CB2D1E90426B559B8BDEDED703EAFD9F2FF59F5FF","7000","3","0","PENDING"
"01-book-report","01-book-report\0162 - Gillian Naylor：《The arts and crafts movement a study of its sources, ideals and influence on design theory》.深度报告.md","23257","17873","241","3D60DEF8EB54911F087394BC857EC983C5B1152B5C98EB05FE58882C126D421A","7000","3","0","PENDING"
"01-book-report","01-book-report\0163 - Giorgio Riello：《Cotton The Fabric That Made the Modern World》.深度报告.md","24161","18996","252","2B811A456AAB8BF24BB05429BBE69A5AC954F93EC61289C2CD530344A04D817B","7000","3","0","PENDING"
"01-book-report","01-book-report\0164 - Glenn Adamson：《Global Design History》.深度报告.md","22317","16847","261","7EB7F437ADD3E76ED8AA8995E8DFCD753FBE48E48C0113B04DEC41E5C6BD7447","7000","3","0","PENDING"
"01-book-report","01-book-report\0165 - Gombrich, E. H. (Ernst Hans)：《The sense of order a study in the psychology of decorative art》.深度报告.md","24718","19237","255","382DA0F4683DF7A9BD8C4E79AA19C96B93105A72F137CED9E23E2AAB472936E3","7000","3","0","PENDING"
"01-book-report","01-book-report\0166 - Goss：《French art deco》.深度报告.md","20599","15447","255","15F9CD9A926E3E11938A25354F2B952008561C136EFAB822B85B9521A038244F","7000","3","0","PENDING"
"01-book-report","01-book-report\0167 - Graeme Brooker Sally Stone：《Re-Readings 2 Interior Architecture and the Principl.深度报告.md","19864","14776","252","BD3E941CC75F1033ECB64C3BD1AB57631AC1593F8A56C4FA4AE7CA6C83620323","7000","3","0","PENDING"
"01-book-report","01-book-report\0168 - Graham Pullin：《Design Meets Disability》，2009.深度报告.md","21653","16435","236","2204585E10B59C34F4CF22F9959708766DEF32353EB42586C78E29DDE0D39834","7000","3","0","PENDING"
"01-book-report","01-book-report\0169 - Grand Designs Labor, Empire, and the Museum in Victorian Culture.深度报告.md","20821","15587","254","8F273ED4723BF6F73FBD249DF5933F07EA7C3A1E734EB558218E6EAA289F2076","7000","3","0","PENDING"
"01-book-report","01-book-report\0170 - Graphic Design Theory： Readings from the Field (Design -- Armstrong, Helen(Autho.深度报告.md","21528","16035","261","85831C9779DE93995105F7E53742B4B8052B0A01F93C35F32ED271CA432173E1","7000","3","0","PENDING"
"01-book-report","01-book-report\0171 - Greg Nudelman：《Android Design Patterns Interaction Design Solutions for Developers》.深度报告.md","20414","15552","242","3B06F57D3FA4AB7C78B641D77C3592C9A823055052D44728D19EDB972DB1EF40","7000","3","0","PENDING"
"01-book-report","01-book-report\0172 - Greiman：《Hybrid imagery the fusion of technology and graphic design》.深度报告.md","18764","13999","240","460D13E8879857858B2B3FB2F68227F62A0EA0517DE15FF34298FD473E915C8D","7000","2","0","PENDING"
"01-book-report","01-book-report\0173 - Guy Julier：《From Visual Culture to Design Culture》.深度报告.md","19028","14095","227","60712D8FAAC4B6C9A73AFA8A4B768DA9FD5705C12EDBDE28F2D57D02402D3DA2","7000","3","0","PENDING"
"01-book-report","01-book-report\0174 - Guy Julier：《The Culture of Design》，2000.深度报告.md","21437","15857","243","E60BFDE40AF36E9787193B6C9AE955A38A1037AEEB5617C319090DF410238047","7000","3","0","PENDING"
"01-book-report","01-book-report\0175 - Guy, John：Woven Cargoes：Indian Textiles in the East, 1998.深度报告.md","21397","16448","236","EE05B1C604116A39DBE356BA27BCB69207CE45B11CFA7BC0287B4F423444035E","7000","3","0","PENDING"
