"Category","RelativePath","Bytes","Chars","Lines","SHA256","ChunkChars","TotalChunks","ReadUntil","Status"
"01-book-report","01-book-report\0176 - Hans M. Wingler：《The Bauhaus Weimar, Dessau, Berlin, Chicago》，1969.深度报告.md","21937","16399","243","0AB7FA6590853804239166741BD6D88B33B73BE928C6AAF87BB73D774B1000DE","7000","3","0","PENDING"
"01-book-report","01-book-report\0177 - Hazel Conway：《Design history a students handbook》.深度报告.md","22793","17258","251","95BD6EF2C2A64B2B88AF90BD298DEBB0483FFE26F1300753EDC28458743AADA4","7000","3","0","PENDING"
"01-book-report","01-book-report\0178 - Helen Sharp, Jenny Preece, Yvonne Rogers：《Interaction Design Beyond Human-Computer Interaction》，2019.深度报告.md","24189","19044","249","8FB42C25FAAEBC36FC3A46AECEBD0D3977EF8EB2A32BD2C31E8774B55836011D","7000","3","0","PENDING"
"01-book-report","01-book-report\0179 - Heller：《Paul Rand》.深度报告.md","22539","16860","266","7C6A3A6ECB7481BBA361800D99FD7E04D488745E6B2C1F3CD6524BBE031580BC","7000","3","0","PENDING"
"01-book-report","01-book-report\0180 - Henry Dreyfuss：《Designing for People》，1967.深度报告.md","23142","18061","250","9AE79A9E135B7B74D122F2EEA48F37644F19593D3556D766471C0FA781F73E37","7000","3","0","PENDING"
"01-book-report","01-book-report\0181 - Herbert Spencer：《Pioneers of Modern Typography》，1969.深度报告.md","21001","16043","236","EBCB14BAA0242E12DF996AAE681D629EE21A74087A0DF926054DCFEF3DAB72EC","7000","3","0","PENDING"
"01-book-report","01-book-report\0182 - Heskett, John：Design：A Very Short Introduction, 2005.深度报告.md","24455","18707","256","1DFB077715301A60AC6727B0E6367440BF642F118BD1A4D1C5F5668BE584D734","7000","3","0","PENDING"
"01-book-report","01-book-report\0183 - Heskett, John：《Industrial design》.深度报告.md","23109","17473","249","A67E6DD192EF31754E0F719A02EBC4EE81BEB708B4C8747BFDD96B9603DDFF20","7000","3","0","PENDING"
"01-book-report","01-book-report\0184 - Hobsbawm, Eric：《Age of Revolution 1789-1848》.深度报告.md","24366","18982","254","62BD8C21B85C6088310BA6205984387D1B919B13E24368AC6A0F007156D4729C","7000","3","0","PENDING"
"01-book-report","01-book-report\0185 - Holmes：《Mismatch How Inclusion Shapes Design》.深度报告.md","19801","14664","253","694724C099C08EC52BD3837CF2B1ECD7096EB42317E7B11B9CAA57A33170AC4B","7000","3","0","PENDING"
"01-book-report","01-book-report\0186 - Hounshell：《From the American system to mass production, 1800-1932 the developmen.深度报告.md","22689","17495","256","3986FE23C1A35FEA4775C4B9ADCA076FBDEFCA93F40D693627750E1C0F885E13","7000","3","0","PENDING"
"01-book-report","01-book-report\0187 - Hugh Honour, John Fleming：《A World History of Art》.深度报告.md","25755","20140","264","EE017B471DCF4D5B22DCD2B0E68A2493AF69A94698BF889039681F521ACED012","7000","3","0","PENDING"
"01-book-report","01-book-report\0188 - Ida Engholm：《Design for the New World From Human Design to Planet Design》，2023.深度报告.md","22269","17065","241","08FC5065B78E40FD82C29A1AA183CAD277119CAA8696B7A2665B09DF3F69F32E","7000","3","0","PENDING"
"01-book-report","01-book-report\0189 - Ingold, Tim：Making：Anthropology, Archaeology, Art and Architecture, 2010.深度报告.md","19184","14296","216","D8BC7E12D25A8FB25275A4A1507766FEF0CB72E104D5063542996C4AC7645DB8","7000","3","0","PENDING"
"01-book-report","01-book-report\0190 - Isabelle Anscombe：《Arts and Crafts Style》.深度报告.md","21504","16230","256","732C021ED17C23B007CEE931191D841C4C7195AC9A332A4D58402085A39FCFD4","7000","3","0","PENDING"
"01-book-report","01-book-report\0191 - James H. Fraser, Steven Heller：《Japanese Modern Graphic Design Between the Wars》，1996.深度报告.md","19861","14829","224","1F1C6B82B3200982CE9F7C4A5AE0867FC561A998D7FB167B1973BDDC5740639C","7000","3","0","PENDING"
"01-book-report","01-book-report\0192 - James J. Gibson：《The Ecological Approach To Visual Perception》.深度报告.md","17975","13847","200","67CE8C636DFC2448CA58649C08D0E4DE3B8B2F47D7CD851CB049DE201D6FCF4A","7000","2","0","PENDING"
"01-book-report","01-book-report\0193 - James：《Picture this World War I posters and visual culture》.深度报告.md","22265","17011","254","4CCEB205E89CC5A8E52631A36729573B07D21E52F9BC111DCC1E320201344601","7000","3","0","PENDING"
"01-book-report","01-book-report\0194 - Jan Borchers：《A Pattern Approach to Interaction Design》.深度报告.md","21188","16280","248","D9A8FDC5FCF2E1F7427928A50E31A8DFA1E3F1F94F57CA7C4A57CFAE1E04CFDA","7000","3","0","PENDING"
"01-book-report","01-book-report\0195 - Jane Jacobs：《The Death and Life of Great American Cities》，1961.深度报告.md","22199","16922","243","69429CC3542B678DA7B19FB640F730A38AB4BAC293C497E2288E401FC86C21F7","7000","3","0","PENDING"
"01-book-report","01-book-report\0196 - Jean Baudrillard：《The Consumer Society Myths and Structures》，1970.深度报告.md","20982","16112","226","7F2F5CAF4BC75B7C0FAC8D9C7A406A4E4AAB17B8407442EB9FDDCAD48290E2DD","7000","3","0","PENDING"
"01-book-report","01-book-report\0197 - Jean Baudrillard：《The System Of Objects》，1968.深度报告.md","19088","14408","206","A7AE2EDF999932AC76FFCBA43D436692938EA54B0937B84A547B84D52930A0F9","7000","3","0","PENDING"
"01-book-report","01-book-report\0198 - Jeffrey Auerbach：《The Great Exhibition of 1851 A Nation on Display》.深度报告.md","22123","16750","261","DA32AAF0B8C7B24F40F1E90B929BD0C346C9884A5893217BB95FA1834390F085","7000","3","0","PENDING"
"01-book-report","01-book-report\0199 - Jeffrey L. Meikle：《Design in the USA》.深度报告.md","21728","16002","266","3205FD973146801C635B4F9EDB5D8C698375C77B4D83D8F1FEC6C0A876EA4083","7000","3","0","PENDING"
"01-book-report","01-book-report\0200 - Jeffrey L. Meikle：《Twentieth Century Limited Industrial Design in America, 1925-1939》，2001.深度报告.md","21854","16462","240","BAC8FF989E5BADED0013C0CDF6BDC2BB523E8ED4B9D3310DB0F6AD5FCA6E97A3","7000","3","0","PENDING"
"01-book-report","01-book-report\0201 - Jenifer Tidwell：《Designing Interfaces》.深度报告.md","19476","14474","250","CBBEE306A4D5F457832B77B281D1958A63F723DBED007D968B77B1A86E186F05","7000","3","0","PENDING"
"01-book-report","01-book-report\0202 - Jenny L. Davis：《How Artifacts Afford The Power and Politics of Everyday Things》.深度报告.md","20552","15468","252","9E33EAFE8EA9E8CBAB341799CA01436ABA988B190BD4170744D983146163DFB5","7000","3","0","PENDING"
"01-book-report","01-book-report\0203 - Jeremy Prestholdt：《Domesticating the World African Consumerism and the Genealogies of Globalization》.深度报告.md","21776","16700","236","2CDB5B4EAA0E04AB5C7A823CD9AC29AC547D8353FEA0A0169C3A5148005AE5E1","7000","3","0","PENDING"
"01-book-report","01-book-report\0204 - Joan Greenbaum, Morten Kyng (eds.)：《Design at Work Cooperative Design of Computer Systems》.深度报告.md","21657","16540","233","F44CA23E1B52A41320CE08C5BB7AAB97AE6F6D3F563346576EF9298E0083C6AE","7000","3","0","PENDING"
"01-book-report","01-book-report\0205 - Joanne Entwistle：《The Fashioned Body Fashion, Dress and Modern Social Theory》，2000.深度报告.md","23480","18383","240","A4B4416B520CC5B86AC71B3638BB4DBBD26B782FACDD72EDA526A1B84C247132","7000","3","0","PENDING"
"01-book-report","01-book-report\0206 - Joel Mokyr：《The lever of riches - technological creativity and economic progress (1990)》.深度报告.md","20950","15992","249","627D1C0F6B3B6449AEE6659C53DDCA5D22A718121DE958066F77FCAF32888AFB","7000","3","0","PENDING"
"01-book-report","01-book-report\0207 - Johann Wolfgang von Goethe：《Theory of Colours》，1810.深度报告.md","21127","16430","223","29E7A66496F453EABE5A6E58955B72B00257D10C439EFEC3FA1E76F44EE747E7","7000","3","0","PENDING"
"01-book-report","01-book-report\0208 - Johanna Drucker, Emily McVarish：《Graphic Design History A Critical Guide》，2009.深度报告.md","25123","19453","266","BA27744CDAA2F5BC3791F78AD8C4AA5441F6A8B3B0B801AE5F7E51C994DD0ED3","7000","3","0","PENDING"
"01-book-report","01-book-report\0209 - Johanna Drucker：《The Visible Word Experimental Typography and Modern Art, 1909-1923》，1994.深度报告.md","22347","17104","237","3BC35929FDCD42414968C4D68413EBBF351C3C21793B8B90C14FEFFFDD2507CF","7000","3","0","PENDING"
"01-book-report","01-book-report\0210 - Johannes Itten：《Design and Form The Basic Course at the Bauhaus and Later》.深度报告.md","19077","14197","223","7F89CACECCE98CEAC63C5B696F6C5170272ADDD65F759A70932BEC9E602CFDF5","7000","3","0","PENDING"
"01-book-report","01-book-report\0211 - Johannes Itten：《The Art of Color》，1961.深度报告.md","19437","14694","233","D49ADC8AE205A7DE9B8F93A4E6E27AAA585008782CC4814DD19BB23E2A7A9756","7000","3","0","PENDING"
"01-book-report","01-book-report\0212 - John A. Lent：《Asian Comics》.深度报告.md","21467","16252","255","8ACCC21123C6BCB3691505872B4A8CDD040485405600636C5F37EBED0FBFD1AF","7000","3","0","PENDING"
"01-book-report","01-book-report\0213 - John A. Lent：《Comics Art in China》.深度报告.md","21769","16553","255","ACF06FC7E79CF59765082BB0162620CD9090AC62A539362A71FCD8C1AB927B6D","7000","3","0","PENDING"
"01-book-report","01-book-report\0214 - John Barnicoat：《Posters A Concise History》，1972.深度报告.md","22444","17016","247","0E23982B15C9BBE87700579C3C1B3D1EE3A9F4DE3087CE490280B26B4CB42675","7000","3","0","PENDING"
"01-book-report","01-book-report\0215 - John Clifford：《Graphic Icons Visionaries Who Shaped Modern Graphic Design》，2014.深度报告.md","25174","19602","263","11CC4197DFE29F35002F5A1B518C9EE63D51588E7379C0E2279303BBC5E428E2","7000","3","0","PENDING"
"01-book-report","01-book-report\0216 - John E. Bowlt (ed.)：《Russian Art of the Avant-Garde Theory and Criticism 1902-1934》，1976.深度报告.md","23477","18321","241","19402567486F1553C83CC72B9CC3C22FF960B9E0E1CCF793AD00381EA46C09DA","7000","3","0","PENDING"
"01-book-report","01-book-report\0217 - John F. Pile, Judith Gura：《A History of Interior Design》.深度报告.md","24957","19287","264","CBDE9ED614B50B20FC8EE5F9C13881021C51FB8B622303957E958C2B5D3F06DD","7000","3","0","PENDING"
"01-book-report","01-book-report\0218 - John Heskett：《Design A Very Short Introduction》.深度报告.md","24019","18326","256","CD82855A5EE8239D0143AE24B1D46DC78FA7ECCA2B1DC51DCE51109E4744265F","7000","3","0","PENDING"
"01-book-report","01-book-report\0219 - John Heskett：《Industrial Design》，1980.深度报告.md","23124","17573","245","DA1739C223531E5921AFC836B9312F0C34B7368ACD2997575A6AD4EBBD0E2F0D","7000","3","0","PENDING"
"01-book-report","01-book-report\0220 - John Heskett：《Toothpicks and Logos Design in Everyday Life》.深度报告.md","23280","17678","248","9D0A41368BB0FB0CABE2E486DD313E564ADA3D4C08DE02E3C13AAA1F2A15FA17","7000","3","0","PENDING"
"01-book-report","01-book-report\0221 - John M. Carroll (ed.)：《Human-Computer Interaction in the New Millennium》，2002.深度报告.md","21653","16484","237","32C11FF57AC4902FE1B695B9623FCB1F02B1B072BFE216AC3302616B2FBEF891","7000","3","0","PENDING"
"01-book-report","01-book-report\0222 - John Milner：《Vladimir Tatlin and the Russian Avant-Garde》，1983.深度报告.md","20841","15842","233","ADB02AC83842368E48C225D360BFE08D0840E2FE700D8F2459F8114CE7811B49","7000","3","0","PENDING"
"01-book-report","01-book-report\0223 - John Pile, Judith Gura, Drew Plunkett：《A History of Interior Design, 5th Edition》，2023.深度报告.md","22426","16860","247","B22398CA47B8E01045CA969E248C0D8FC65E7BC330D6350045289238D5135460","7000","3","0","PENDING"
"01-book-report","01-book-report\0224 - John Thackara：《In the Bubble Designing in a Complex World》，2005.深度报告.md","24690","19014","262","0A44975AD579B4A20A63C7E7A041633C9999B9C4F1242B93C74B245FCA2A5D2D","7000","3","0","PENDING"
"01-book-report","01-book-report\0225 - John Tillman Lyle：《Design for human ecosystems landscape, land use, and natural resources》.深度报告.md","21886","16734","238","0B4994BF0F7C4D3DD0DCE06ACD58ECC599384B2978C3812E4DCBC1D6897083F9","7000","3","0","PENDING"
"01-book-report","01-book-report\0226 - John William Mackail：《The Life of William Morris》.深度报告.md","21177","16228","228","BF21701B22B16D075A5DD26FA7DA616A2DB582EE7B3FAC52DA30AF635F66EEF0","7000","3","0","PENDING"
"01-book-report","01-book-report\0227 - JONAS, WOLFGANG. Design Research and Its Meaning to the Methodological Developme.深度报告.md","19010","14270","223","7A57CFDBFFBCD7CD82A610C7C5CB212AEB19032F28918EFDF9F54724B839BA7D","7000","3","0","PENDING"
"01-book-report","01-book-report\0228 - Jonathan M. Woodham：《Dictionary of Modern Design》.深度报告.md","21822","16235","243","4993635BD759CB50D96508FBA415F1540BCE020ECF50E37F227C066CF1232F5A","7000","3","0","PENDING"
"01-book-report","01-book-report\0229 - Jonathan M. Woodham：《Twentieth Century Design》.深度报告.md","25505","19865","261","4C6BD12BF8D345E11CC27198E7A110DBA90FBF7B3679749C223200CC46A39404","7000","3","0","PENDING"
"01-book-report","01-book-report\0230 - Joost Baljeu：《Theo van Doesburg》，1974.深度报告.md","22732","17250","244","BB945D1169ACF9A63E754780CA9ABA7882C15219AAEC96622170E3C95C19D49C","7000","3","0","PENDING"
"01-book-report","01-book-report\0231 - Josef Albers：《Interaction of Color》，1963.深度报告.md","17431","12945","203","EB23BF251F12B5AAA687002A75F6C8E976B013F52FFF987948F31D3C898BC016","7000","2","0","PENDING"
"01-book-report","01-book-report\0232 - Judith Gura：《Postmodern Design Complete》，2017.深度报告.md","25459","19896","263","567C2C59143A0AEA0789D506FD3CC248129D7CE178BDB69162319CC9282B8C8F","7000","3","0","PENDING"
"01-book-report","01-book-report\0233 - Judith Williamson：《Decoding advertisements ideology and meaning in advertising》.深度报告.md","20015","15114","221","97FA78B37E6611DD20235084E51C3F52DAB93F604415376C5BF952A96C7198E9","7000","3","0","PENDING"
"01-book-report","01-book-report\0234 - Judy Attfield：《Wild Things The Material Culture of Everyday Life》，2000.深度报告.md","23100","17532","245","DF842AFB7FE198E26D1C2D07D04FAA75D07A2870914F0DEF214609488D384028","7000","3","0","PENDING"
"01-book-report","01-book-report\0235 - Juhani Pallasmaa：《The Eyes of the Skin Architecture and the Senses》，1996.深度报告.md","20855","15588","233","DE5D62CFD58001A3B34A095F9D65393AE33621B6C678DB79B054C7290D916E30","7000","3","0","PENDING"
"01-book-report","01-book-report\0236 - Julier：《The culture of design，2018》.深度报告.md","21535","15911","252","A8937E2EAEF016E237313E564EA8805485203CC0AD46F6DA7DB9C100A491DABF","7000","3","0","PENDING"
"01-book-report","01-book-report\0237 - Junichiro Tanizaki：《In Praise of Shadows》，1933.深度报告.md","15945","11539","197","A51A760C99A80D2B7F2AFEA184AD93052E4D7EDC3005C5D58235B11A0A5B93A5","7000","2","0","PENDING"
"01-book-report","01-book-report\0238 - K. Anders Ericsson, Herbert A. Simon：《Protocol Analysis Verbal Reports as Data》，1984.深度报告.md","21174","16178","235","28379C683E45F12F05541C277ABC8E7DCE743BD14A956C00517BB2BDC57B2ED6","7000","3","0","PENDING"
"01-book-report","01-book-report\0239 - K. Michael Hays：《Architecture theory since 1968》.深度报告.md","22073","16509","241","00AA5BAE963F8A34B4CB5A61101100CD128BE2A11C61F23BA12EC11E3A830671","7000","3","0","PENDING"
"01-book-report","01-book-report\0240 - Kajri Jain：《Gods in the Bazaar The Economies of Indian Calendar Art》.深度报告.md","22488","17078","257","44F4FC963AB5411AE2F4A103E7B1250DCD919F45FABEAB7151DBB6216B8757C1","7000","3","0","PENDING"
"01-book-report","01-book-report\0241 - Kallir, Jane：Viennese Design and the Wiener Werkstatte, 1986.深度报告.md","21583","16324","241","B88D6B7539F82F7FE82053E2B376AE4EFE97DE54ED096D63314C877324C2A603","7000","3","0","PENDING"
"01-book-report","01-book-report\0242 - Karl Gerstner：《Designing Programmes》.深度报告.md","19130","14462","229","26C8D8886E104330FF63D71846C132D81A358C75838EB87D285ED213A0212F28","7000","3","0","PENDING"
"01-book-report","01-book-report\0243 - Kasimir Malevich：《The Non-Objective World The Manifesto of Suprematism》，1927.深度报告.md","17703","13073","204","00ECBFB2801B087D6EC327E983723A9AE8CE9218F5BBB8A64DD93073A9131BC7","7000","2","0","PENDING"
"01-book-report","01-book-report\0244 - Kate Fletcher, Lynda Grose：《Fashion & Sustainability Design for Change》，2012.深度报告.md","22889","17681","241","79907954DF58D5A0C187AC93768DC7E0FDED3091340CEAB0FD014368820B1C75","7000","3","0","PENDING"
"01-book-report","01-book-report\0245 - Kate Fletcher：《Sustainable Fashion and Textiles Design Journeys》，2008.深度报告.md","21311","16335","229","F71001E909917ACF12DD86580D817309B3A1072A788A28B121E688BFAAAED543","7000","3","0","PENDING"
"01-book-report","01-book-report\0246 - Katerina Clark：《Petersburg, Crucible of Cultural Revolution》，1995.深度报告.md","23547","18427","248","1116C1B491FAD53B9DC93A6D6F0985293650DE2D475A09D4AA228B214202F1BE","7000","3","0","PENDING"
"01-book-report","01-book-report\0247 - Kathryn B Hiesinger：《JAPANESE DESIGN A SURVEY SINCE 1950》.深度报告.md","22606","17017","265","DB9B830010C68EF26C66DC0046D2812E47D8AC6345C29CDA800930366FD71B37","7000","3","0","PENDING"
